area;node number;path number;max path length;deliver succeed;steps;time consuming;
10;20;5;5;1;10;583841
10;20;5;5;1;15;723145
10;20;5;5;1;8;519293
10;20;5;5;1;14;896729
10;20;5;5;1;9;559772
10;20;5;5;1;5;259646
10;20;5;5;1;12;612284
10;20;5;5;1;3;133105
10;20;5;5;1;11;560136
10;20;5;5;1;7;371966
10;20;5;5;1;11;580923
10;20;5;5;1;9;501789
10;20;5;5;1;4;192911
10;20;5;5;1;14;540809
10;20;5;5;1;8;306324
10;20;5;5;1;8;468603
10;20;5;5;1;15;1211441
10;20;5;5;1;15;957265
10;20;5;5;1;6;229379
10;20;5;5;1;12;759977
