area;node number;path number;max path length;deliver succeed;steps;time consuming;
10;100;5;5;1;67;432137
10;100;5;5;1;26;156444
10;100;5;5;1;11;72205
10;100;5;5;1;40;250165
10;100;5;5;1;26;168478
10;100;5;5;1;28;191088
10;100;5;5;1;68;475167
10;100;5;5;1;39;192182
10;100;5;5;1;33;178690
10;100;5;5;1;16;105390
10;100;5;5;1;38;187807
10;100;5;5;1;84;569618
10;100;5;5;1;35;197652
10;100;5;5;1;89;774199
10;100;5;5;1;25;155350
10;100;5;5;1;13;70017
10;100;5;5;1;40;224639
10;100;5;5;1;45;277151
10;100;5;5;1;35;258188
10;100;5;5;1;52;405151
