area;node number;path number;max path length;deliver succeed;steps;time consuming;
20;30;5;5;1;15;1322666
20;30;5;5;1;27;3375770
20;30;5;5;1;4;306689
20;30;5;5;1;4;425937
20;30;5;5;1;16;1952819
20;30;5;5;1;28;4571531
20;30;5;5;1;11;885789
20;30;5;5;1;13;1181173
20;30;5;5;1;13;1598722
20;30;5;5;1;4;272045
20;30;5;5;1;21;2417047
20;30;5;5;1;13;1233322
20;30;5;5;1;9;1001025
20;30;5;5;1;19;2514415
20;30;5;5;1;22;2155941
20;30;5;5;1;23;2430540
20;30;5;5;1;26;3105184
20;30;5;5;1;12;1137048
20;30;5;5;1;20;2292330
20;30;5;5;1;7;511635
