area;node number;path number;max path length;deliver succeed;steps;time consuming;
10;100;5;5;1;15;88615
10;100;5;5;1;99;1530165
10;100;5;5;1;33;196923
10;100;5;5;1;21;136752
10;100;5;5;1;7;82416
10;100;5;5;1;59;342792
10;100;5;5;1;41;269493
10;100;5;5;1;52;305595
10;100;5;5;1;34;257094
10;100;5;5;1;55;323828
10;100;5;5;1;89;886883
10;100;5;5;1;11;113048
10;100;5;5;1;38;246519
10;100;5;5;1;7;77675
10;100;5;5;1;17;124353
10;100;5;5;1;17;110860
10;100;5;5;1;14;148786
10;100;5;5;1;91;1043327
10;100;5;5;1;26;169208
10;100;5;5;1;97;1090370
