area;node number;path number;max path length;deliver succeed;steps;time consuming;
20;100;5;5;1;36;135658
20;100;5;5;1;97;674278
20;100;5;5;1;8;59441
20;100;5;5;1;39;164102
20;100;5;5;1;26;113778
20;100;5;5;1;19;89344
20;100;5;5;1;27;116695
20;100;5;5;1;10;64183
20;100;5;5;1;3;60535
20;100;5;5;1;57;356285
20;100;5;5;1;39;288456
20;100;5;5;1;88;679384
20;100;5;5;1;51;342062
20;100;5;5;1;54;374519
20;100;5;5;1;43;264022
20;100;5;5;1;64;445629
20;100;5;5;1;16;96638
20;100;5;5;1;95;1094016
20;100;5;5;1;82;679749
20;100;5;5;1;5;88250
