area;node number;path number;max path length;deliver succeed;steps;time consuming;
10;30;5;5;1;1;53971
10;30;5;5;1;1;48866
10;30;5;5;1;1;29903
10;30;5;5;1;1;22974
10;30;5;5;1;1;27715
10;30;5;5;1;1;31727
10;30;5;5;1;1;47043
10;30;5;5;1;1;28809
10;30;5;5;1;1;28445
10;30;5;5;1;1;25892
10;30;5;5;1;1;22974
10;30;5;5;1;1;25892
10;30;5;5;1;1;26256
10;30;5;5;1;1;32820
10;30;5;5;1;1;19328
10;30;5;5;1;1;2921024
10;30;5;5;1;1;27351
10;30;5;5;1;1;41572
10;30;5;5;1;1;32091
10;30;5;5;1;1;17140
10;30;5;5;1;24;1940785
10;30;5;5;1;2;111590
10;30;5;5;1;18;1105321
10;30;5;5;1;8;532057
10;30;5;5;1;3;168843
10;30;5;5;1;12;794985
10;30;5;5;1;14;820877
10;30;5;5;1;25;2242734
10;30;5;5;1;5;423020
10;30;5;5;1;13;878130
10;30;5;5;1;25;2833867
10;30;5;5;1;1;33915
10;30;5;5;1;15;1026552
10;30;5;5;1;14;1174245
10;30;5;5;1;11;856980
10;30;5;5;1;8;547009
10;30;5;5;1;21;1797470
10;30;5;5;1;26;2894403
10;30;5;5;1;4;293561
10;30;5;5;1;3;188535
10;30;5;5;1;6;240319
10;30;5;5;1;9;464957
10;30;5;5;1;11;610461
10;30;5;5;1;3;206769
10;30;5;5;1;8;436148
10;30;5;5;1;4;174678
10;30;5;5;1;15;1341629
10;30;5;5;1;14;874849
10;30;5;5;1;27;2213196
10;30;5;5;1;29;2581149
10;30;5;5;1;2;73664
10;30;5;5;1;16;947783
10;30;5;5;1;5;224638
10;30;5;5;1;3;75852
10;30;5;5;1;4;142587
10;30;5;5;1;25;2398449
10;30;5;5;1;17;1443008
10;30;5;5;1;19;1271247
10;30;5;5;1;13;769823
10;30;5;5;1;24;2004968
10;30;5;5;1;27;2534107
10;30;5;5;1;27;2030130
10;30;5;5;1;14;664433
10;30;5;5;1;26;2162506
10;30;5;5;1;14;1120273
10;30;5;5;1;21;1383201
10;30;5;5;1;29;3567952
10;30;5;5;1;24;1534540
10;30;5;5;1;15;699441
10;30;5;5;1;25;1863110
10;30;5;5;1;12;730074
10;30;5;5;1;4;188535
10;30;5;5;1;4;219898
10;30;5;5;1;1;26257
10;30;5;5;1;27;1977617
10;30;5;5;1;26;1524330
10;30;5;5;1;4;218803
10;30;5;5;1;23;1402529
10;30;5;5;1;11;440524
10;30;5;5;1;14;815407
10;30;5;5;1;16;931738
10;30;5;5;1;27;2798494
10;30;5;5;1;13;560502
10;30;5;5;1;22;2001686
10;30;5;5;1;11;595145
10;30;5;5;1;2;71111
10;30;5;5;1;4;183065
10;30;5;5;1;3;129458
10;30;5;5;1;17;897823
10;30;5;5;1;16;742473
10;30;5;5;1;23;1250825
10;30;5;5;1;20;1011601
10;30;5;5;1;29;3566494
10;30;5;5;1;27;2370005
10;30;5;5;1;21;1669104
10;30;5;5;1;27;2219759
10;30;5;5;1;25;2288682
10;30;5;5;1;22;1838677
10;30;5;5;1;4;225003
10;30;5;5;1;26;2649708
