area;node number;path number;max path length;deliver succeed;steps;time consuming;
10;30;5;5;1;1;368684
10;30;5;5;1;1;122530
10;30;5;5;1;1;78769
10;30;5;5;1;1;117789
10;30;5;5;1;1;99191
10;30;5;5;1;1;68194
10;30;5;5;1;1;66370
10;30;5;5;1;1;111954
10;30;5;5;1;1;88616
10;30;5;5;1;1;102473
10;30;5;5;1;1;94815
10;30;5;5;1;1;59806
10;30;5;5;1;1;97367
10;30;5;5;1;1;144775
10;30;5;5;1;1;49231
10;30;5;5;1;1;65641
10;30;5;5;1;1;54336
10;30;5;5;1;1;49231
10;30;5;5;1;1;68559
10;30;5;5;1;1;82781
10;30;5;5;1;29;1438631
10;30;5;5;1;2;121801
10;30;5;5;1;20;289549
10;30;5;5;1;1;77675
10;30;5;5;1;20;273504
10;30;5;5;1;4;80228
10;30;5;5;1;3;79863
10;30;5;5;1;14;271316
10;30;5;5;1;3;98462
10;30;5;5;1;5;82781
10;30;5;5;1;29;1097299
10;30;5;5;1;27;474803
10;30;5;5;1;1;45219
10;30;5;5;1;10;159726
10;30;5;5;1;25;412444
10;30;5;5;1;19;284809
10;30;5;5;1;25;265482
10;30;5;5;1;2;57254
10;30;5;5;1;26;382177
10;30;5;5;1;7;79133
10;30;5;5;1;9;139669
10;30;5;5;1;15;215157
10;30;5;5;1;23;343885
10;30;5;5;1;21;277515
10;30;5;5;1;18;158632
10;30;5;5;1;9;127271
10;30;5;5;1;3;63088
10;30;5;5;1;23;194006
10;30;5;5;1;8;101379
10;30;5;5;1;8;67464
10;30;5;5;1;2;48866
10;30;5;5;1;1;24433
10;30;5;5;1;8;99191
10;30;5;5;1;12;107213
10;30;5;5;1;3;86792
10;30;5;5;1;26;287726
10;30;5;5;1;9;105755
10;30;5;5;1;18;147693
10;30;5;5;1;10;92627
10;30;5;5;1;15;156080
10;30;5;5;1;29;490120
10;30;5;5;1;13;144045
10;30;5;5;1;25;251259
10;30;5;5;1;15;172126
10;30;5;5;1;22;193641
10;30;5;5;1;12;102838
10;30;5;5;1;14;123988
10;30;5;5;1;13;102837
10;30;5;5;1;7;157539
10;30;5;5;1;5;92991
10;30;5;5;1;20;130552
10;30;5;5;1;2;55066
10;30;5;5;1;4;95179
10;30;5;5;1;6;114872
10;30;5;5;1;18;264387
10;30;5;5;1;2;115966
10;30;5;5;1;14;227556
10;30;5;5;1;23;207133
10;30;5;5;1;11;220626
10;30;5;5;1;6;86063
10;30;5;5;1;21;162644
10;30;5;5;1;6;196558
10;30;5;5;1;18;235578
10;30;5;5;1;11;95179
10;30;5;5;1;14;214062
10;30;5;5;1;27;360661
10;30;5;5;1;19;195464
10;30;5;5;1;22;285903
10;30;5;5;1;9;129458
10;30;5;5;1;7;94815
10;30;5;5;1;17;179784
10;30;5;5;1;1;49595
10;30;5;5;1;9;132012
10;30;5;5;1;20;172125
10;30;5;5;1;29;354826
10;30;5;5;1;5;56889
10;30;5;5;1;14;168479
10;30;5;5;1;4;77675
10;30;5;5;1;15;129823
10;30;5;5;1;3;86063
